ETHBTC Close,TRXBTC Close,TRXETH Close,NormalizedTRXETH,PriceDiff,Movement
0.096955,0.00000825,0.00008517,8.25766E-06,-0.000927303,-0.008571093
0.097432,0.00000819,0.00008444,8.22716E-06,-0.004516515,-0.002013264
0.0977,0.00000823,0.00008427,8.23318E-06,-0.000386121,0.000237332
0.098,0.00000826,0.00008429,8.26042E-06,-5.08449E-05,-0.001660932
0.09775,0.00000825,0.00008415,8.22566E-06,0.002958728,-0.001663696
0.097855,0.00000824,0.00008401,8.2208E-06,0.002335716,-0.00309487
0.097775,0.00000819,0.00008375,8.18866E-06,0.000164099,-0.002985075
0.097815,0.00000817,0.0000835,8.16755E-06,0.000299661,-0.000239521
0.098014,0.0000082,0.00008348,8.18221E-06,0.002174386,-0.000359368
0.098,0.00000819,0.00008345,8.1781E-06,0.001455106,-0.001198322
0.098001,0.00000818,0.00008335,8.16838E-06,0.001422148,-0.00059988
0.0981,0.00000816,0.0000833,8.17173E-06,-0.001435437,-0.007082833
0.098306,0.00000815,0.00008271,8.13089E-06,0.002350387,-0.002538992
0.098599,0.00000814,0.0000825,8.13442E-06,0.000686281,-0.005090909
0.098307,0.00000807,0.00008208,8.06904E-06,0.000119152,-0.005116959
0.098145,0.00000803,0.00008166,8.01452E-06,0.001931407,0.008817046
0.098278,0.00000809,0.00008238,8.09614E-06,-0.000758589,0.002063608
0.0982,0.0000081,0.00008255,8.10641E-06,-0.000790732,-0.003270745
0.09829,0.00000809,0.00008228,8.0873E-06,0.000333708,-0.003403014
0.098307,0.00000808,0.000082,8.06117E-06,0.002335392,-0.002926829
0.098204,0.00000801,0.00008176,8.02916E-06,-0.002386183,-0.003424658
0.098247,0.00000802,0.00008148,8.00517E-06,0.001853108,-0.008959254
0.098126,0.00000791,0.00008075,7.92367E-06,-0.001725778,0.006439628
0.098298,0.000008,0.00008127,7.98868E-06,0.001417198,0
0.098225,0.000008,0.00008127,7.98275E-06,0.002161443,-0.008613264
